*FR61,   PA,     1625.2412,    19
FR263,   PA,     1782.2400,     8
*FR81,   PA,     1795.8150,    12
*FR26,   PA,     1821.3097,    10
FR103,   PA,     2605.9570,     5
*FR71,   PA,     2769.4233,    71
FR823,   PA,     4014.6364,     4
*FR82,   PA,     4358.1522,    12
FR515,   PA,     9064.4712,     4
*FR51,   PA,     9178.7890,     8
FR632,   LL,    21811.4720,   131
FR101,   PA,    22662.7255,   983
*FR10,   PA,    26237.6059,  1012
FR628,   SP,    32979.7453,   558
FR814,   SP,    35076.7073,   533
FR412,   SP,    37203.4115,   305
FR243,   LL,    47604.4547,   356
FR433,   LL,    48593.2485,   314
FR412,   PA,    49574.9463,    35
FR532,   PA,    56702.2544,   137
*FR53,   PA,    56848.1706,   141
FR434,   SP,    60534.9830,   105
FR626,   LL,    61208.2797,   323
FR412,   LL,    63809.5179,   459
FR626,   SP,    72736.5577,   351
FR262,   LL,    80317.7515,   252
FR214,   LL,    86407.8398,   662
FR264,   LL,    88627.3726,   232
FR722,   LL,    94422.9672,   472
FR223,   SP,    98923.7268,   684
FR625,   SP,   104549.2269,   324
FR831,   LL,   111577.0008,   356
FR434,   LL,   112177.2066,   114
FR831,   SP,   116029.5915,   287
FR108,   SP,   118989.3126,   494
FR212,   LL,   123358.5814,   980
FR814,   LL,   123658.3626,   262
FR252,   LL,   124781.7573,   714
FR621,   LL,   126126.8136,   835
FR534,   LL,   132808.8563,  1019
FR626,Total,   133944.8374,   674
FR223,   LL,   134553.9754,   344
FR631,   SP,   135708.5806,   543
FR533,   SP,   136328.3253,   491
FR231,   SP,   140990.7591,   532
FR822,   LL,   143221.1944,   475
FR242,   LL,   143895.6563,   461
FR211,   LL,   144862.5242,  1294
FR107,   SP,   146170.4758,  1070
FR614,   LL,   146554.8738,   597
FR412,Total,   150587.8757,   799
FR628,   LL,   150890.3057,   754
FR243,   SP,   153901.8607,   717
FR814,Total,   158789.3761,   796
FR821,   SP,   158997.0572,  1158
FR106,   SP,   159754.9233,   595
FR212,   SP,   160354.8129,   331
FR432,   SP,   170213.6592,   751
FR434,Total,   172712.1896,   219
FR241,   SP,   172861.9582,   629
FR102,   SP,   173642.8477,  1126
FR221,   LL,   180895.3647,   566
FR628,Total,   184327.7708,  1313
FR624,   SP,   187352.6338,   794
FR723,   SP,   190973.7563,   357
FR104,   SP,   193953.4542,   565
FR531,   SP,   195004.6513,   478
FR245,   LL,   195343.9218,   687
FR262,   SP,   195664.6403,   287
FR243,Total,   201506.3154,  1073
FR633,   LL,   209352.3323,   726
FR613,   LL,   210468.6473,   623
FR722,   SP,   216105.4280,   524
FR533,   LL,   216999.3937,   687
FR214,   SP,   219395.2156,   331
FR253,   LL,   220438.6803,   242
FR622,   LL,   222635.9979,   850
FR411,   LL,   223629.1841,   809
FR411,   PA,   225890.0123,     2
FR514,   SP,   227374.9748,  1014
FR831,Total,   227608.7923,   644
FR632,   SP,   228956.5186,   346
FR244,   SP,   230800.2448,  1469
FR223,Total,   233477.7022,  1028
FR246,   LL,   233537.2176,   725
FR811,   LL,   250223.0289,   554
FR632,Total,   250767.9906,   477
FR222,   LL,   259719.5594,   687
FR211,   SP,   266237.3863,  1045
FR414,   SP,   271532.0637,   544
*FR41,   PA,   275708.5625,    41
FR262,Total,   276021.4615,   541
FR631,   LL,   277198.0701,   459
FR822,   SP,   278538.2889,   411
FR212,Total,   283713.3943,  1311
FR431,   LL,   283917.0468,  1074
FR633,   SP,   286282.6019,  2192
FR241,   LL,   287157.5920,   511
FR625,   LL,   288145.7943,   343
FR221,   SP,   291888.9660,  1464
FR413,   LL,   301140.8949,  2633
FR264,   SP,   303057.9588,   482
FR214,Total,   305803.0554,   993
FR722,Total,   310730.3842,   997
FR718,   SP,   318171.1974,  1267
FR433,   SP,   318276.1851,   345
FR622,   SP,   335386.7726,   869
FR611,   SP,   341196.8556,   601
FR832,   LL,   351447.3172,   726
FR533,Total,   353356.1014,  1179
FR832,   SP,   359165.5598,   466
FR624,   LL,   363930.6086,   613
FR261,   LL,   366706.7498,  1200
FR433,Total,   366869.4336,   660
FR721,   LL,   376049.0865,  1054
FR713,   SP,   382149.2197,  2278
Total,   PA,   385642.4891,  1434
FR264,Total,   391685.3314,   714
FR625,Total,   392697.4212,   668
FR414,   LL,   393467.1859,   934
FR531,   LL,   406522.0952,   946
FR211,Total,   411584.0025,  2342
FR631,Total,   412906.6507,  1003
FR813,   SP,   414311.4716,  2153
FR822,Total,   421760.4833,   887
FR246,   SP,   442345.3228,   567
FR724,   LL,   454821.8120,   912
FR513,   SP,   457567.0679,   629
FR815,   LL,   458112.7758,   718
FR241,Total,   460019.5502,  1140
FR245,   SP,   460422.2258,   748
FR611,   LL,   461530.2391,  1157
*FR83,   LL,   463024.3180,  1082
FR826,   SP,   464046.7116,   716
FR422,   SP,   464209.4411,   764
FR724,   SP,   464688.6755,  1040
FR221,Total,   472842.4723,  2031
*FR83,   SP,   475195.1513,   753
FR614,   SP,   485684.5457,   775
FR633,Total,   495730.9342,  2919
FR821,   LL,   498261.1547,   306
FR812,   SP,   502060.4069,   975
FR721,   SP,   505480.7689,   677
*FR63,   LL,   508361.8744,  1316
FR522,   SP,   511392.9458,  1343
FR261,   SP,   538571.6444,   474
FR231,   LL,   542378.8720,   714
FR513,   LL,   543927.6532,   226
FR723,   LL,   546084.3353,   467
FR302,   SP,   546897.2974,  1510
FR624,Total,   551283.2424,  1407
FR622,Total,   558080.8961,  1721
FR524,   SP,   558149.9496,  1275
FR815,   SP,   565234.6620,  1136
FR711,   LL,   567292.4515,  1153
FR712,   SP,   567843.7982,  1398
*FR22,   LL,   575168.8995,  1597
FR615,   SP,   601536.1532,  1678
FR531,Total,   601622.7979,  1426
FR515,   SP,   604486.2591,  1771
FR108,   LL,   608493.1773,   766
FR251,   LL,   613014.1852,   934
FR614,Total,   632304.4667,  1375
*FR63,   SP,   650947.7011,  3081
FR245,Total,   655799.7896,  1437
FR821,Total,   657258.2119,  1464
FR414,Total,   665018.8027,  1479
FR246,Total,   676005.4810,  1293
FR823,   SP,   680667.1111,  1678
FR231,Total,   683369.6311,  1246
FR521,   LL,   685741.6773,   950
FR524,   LL,   689781.5674,  1501
FR712,   LL,   704233.1344,   919
FR832,Total,   710612.8770,  1192
FR108,Total,   727898.8223,  1268
FR244,   LL,   728975.6836,   820
FR422,   LL,   732739.2142,  1025
FR623,   LL,   735955.6083,  3028
FR102,   LL,   736761.8876,  1598
FR723,Total,   737121.8472,   827
FR253,   SP,   746512.6822,  2542
FR103,   SP,   748509.3422,   597
FR714,   LL,   762679.3912,  1771
FR532,   SP,   768329.9193,   894
FR612,   SP,   799020.1982,  1675
FR611,Total,   802727.0947,  1759
FR213,   LL,   812322.4775,  1414
FR621,   SP,   818956.7942,   235
FR515,   LL,   832552.6516,   969
FR825,   LL,   843853.0425,  2142
FR107,   LL,   848067.4955,  1926
FR715,   SP,   879989.5091,  1665
FR721,Total,   881567.0974,  1732
FR826,   LL,   899690.6616,  1359
FR103,   LL,   900999.0427,  1277
FR261,Total,   905278.3942,  1674
FR102,Total,   910408.7353,  2725
FR724,Total,   919510.4875,  1952
*FR83,Total,   938221.6693,  1836
FR621,Total,   945083.6078,  1070
FR301,   SP,   949117.3347,  2677
FR222,   SP,   951547.6117,   813
*FR25,   LL,   958234.6228,  1890
FR244,Total,   959775.9284,  2289
FR421,   LL,   962199.5247,  2226
FR253,Total,   966951.3625,  2784
*FR41,   LL,   982046.7828,  4835
FR107,Total,   994237.9713,  2997
FR513,Total,  1001494.7211,   855
FR512,   SP,  1008399.7342,  1661
FR815,Total,  1023498.4005,  1858
FR251,   SP,  1042646.5553,   898
FR302,   LL,  1050468.7470,  1690
FR627,   SP,  1052577.4182,   751
FR615,   LL,  1063515.4543,  1197
FR718,   LL,  1081359.8896,  1395
FR511,   SP,  1083034.3169,  2714
FR213,   SP,  1134115.4496,   707
FR716,   LL,  1149053.9249,  2122
*FR63,Total,  1159405.5755,  4399
FR263,   SP,  1160141.8703,  2149
*FR21,   LL,  1166951.4229,  4350
FR521,   SP,  1173129.2387,   696
FR711,   SP,  1191798.4300,   919
FR422,Total,  1197718.3867,  1793
FR825,   SP,  1210160.3344,  2214
FR222,Total,  1211342.7244,  1502
FR524,Total,  1247978.8158,  2777
FR712,Total,  1272130.5170,  2319
FR232,   LL,  1277133.9670,  1256
FR716,   SP,  1307323.7621,  2125
FR105,   SP,  1320449.8673,  1184
FR511,   LL,  1336976.6569,  2205
*FR22,   SP,  1342360.3045,  2961
FR421,   SP,  1359491.9296,  1141
FR826,Total,  1363737.3732,  2076
*FR72,   SP,  1377248.6287,  2598
FR718,Total,  1399531.0870,  2663
FR714,   SP,  1427223.9217,  1836
FR713,   LL,  1444022.7070,   597
FR612,   LL,  1444958.0527,  3245
FR515,Total,  1446103.3819,  2744
FR411,   SP,  1457728.3752,  1086
FR523,   LL,  1460231.2885,  1433
*FR72,   LL,  1471378.2010,  2905
*FR30,   SP,  1496014.6321,  4187
FR263,   LL,  1507646.9054,   557
FR532,   LL,  1580544.8325,  1017
FR431,   SP,  1592532.6045,   525
FR812,   LL,  1596983.8555,   976
FR302,Total,  1597386.2296,  3202
FR823,   LL,  1610793.0204,  2498
*FR24,   LL,  1636514.5260,  3560
FR627,   LL,  1646693.2159,  1038
FR103,Total,  1652114.3419,  1879
FR251,Total,  1656997.1005,  1882
FR615,Total,  1665791.1422,  2884
*FR42,   LL,  1694938.7389,  3251
FR514,   LL,  1699163.2717,   578
FR232,   SP,  1741431.3260,  2588
FR717,   SP,  1743485.8809,   810
FR711,Total,  1759090.8815,  2072
FR523,   SP,  1760376.8817,  1602
*FR21,   SP,  1780102.8644,  2414
*FR23,   LL,  1819512.8390,  1970
*FR42,   SP,  1823701.3707,  1905
FR713,Total,  1826171.9267,  2877
FR413,   SP,  1857391.6253,  1368
FR521,Total,  1859190.4246,  1653
FR431,Total,  1876518.8663,  1601
*FR23,   SP,  1882422.0851,  3120
FR411,Total,  1907247.5716,  1897
*FR22,Total,  1917662.8989,  4561
FR514,Total,  1926558.4317,  1594
FR213,Total,  1946459.0708,  2123
FR242,   SP,  1992276.2463,   918
*FR26,   LL,  2043298.7793,  2241
FR825,Total,  2054119.8350,  4359
FR105,   LL,  2062994.6526,  1646
FR812,Total,  2100367.0169,  1952
FR242,Total,  2136171.9026,  1379
*FR43,   SP,  2141557.4318,  1726
FR813,   LL,  2142004.2128,  1854
FR104,   LL,  2144322.4054,  1471
FR623,   SP,  2153580.5857,  1384
FR413,Total,  2158756.5710,  4004
FR714,Total,  2191163.0854,  3631
*FR26,   SP,  2197436.1138,  3392
FR612,Total,  2244766.3217,  4925
FR824,   SP,  2260371.0251,  2383
FR717,   LL,  2269939.8234,   992
FR823,Total,  2295474.7679,  4180
FR421,Total,  2321722.0705,  3370
*FR53,   LL,  2336875.1777,  3669
FR104,Total,  2338387.8380,  2039
FR532,Total,  2405577.0062,  2048
FR511,Total,  2420025.2954,  4920
FR512,   LL,  2422043.8185,  1417
FR716,Total,  2457274.2024,  4286
FR813,Total,  2556567.7064,  4012
FR263,Total,  2669571.0157,  2714
FR627,Total,  2699863.7021,  1792
*FR72,Total,  2848929.8163,  5508
FR623,Total,  2889603.4780,  4413
*FR21,Total,  2947559.5230,  6769
FR232,Total,  3018565.2930,  3844
FR523,Total,  3220666.8295,  3036
*FR61,   LL,  3327027.2672,  6819
*FR51,   SP,  3380862.3529,  7789
FR105,Total,  3383860.9473,  2838
FR512,Total,  3430523.3637,  3079
*FR24,   SP,  3452607.8586,  5048
*FR42,Total,  3519440.4572,  5163
FR301,   LL,  3572830.2947,  4526
FR522,   LL,  3576877.1478,  1765
*FR62,   LL,  3595586.6240,  7784
*FR41,   SP,  3623855.4757,  3303
FR106,   LL,  3642521.3370,  4649
*FR23,Total,  3701934.9241,  5090
FR432,   LL,  3751270.2697,  1396
FR106,Total,  3802296.4455,  5247
FR252,   SP,  3834154.0619,  2431
FR432,Total,  3921519.4709,  2148
FR252,Total,  3958935.8192,  3145
*FR52,   SP,  4003049.0158,  4916
FR717,Total,  4013938.1565,  1803
FR613,   SP,  4056810.4168,   549
FR522,Total,  4088382.8594,  3111
*FR43,   LL,  4195957.7716,  2898
*FR26,Total,  4242556.2028,  5643
FR613,Total,  4267311.6526,  1173
FR301,Total,  4522071.8696,  7209
*FR81,   LL,  4570982.2356,  4364
*FR30,   LL,  4623299.0417,  6216
*FR62,   SP,  4758119.7344,  5266
*FR41,Total,  4881610.8210,  8179
*FR82,   SP,  5052780.5283,  8560
*FR24,Total,  5089278.9672,  8611
FR824,   LL,  5112781.3228,  3448
FR715,   LL,  5230653.8887,  1598
*FR25,   SP,  5623313.2994,  5871
FR534,   SP,  5753643.2613,  1509
FR534,Total,  5886473.6000,  2529
FR101,   SP,  5986747.2452,  3114
FR715,Total,  6110690.4966,  3265
*FR30,Total,  6119458.0992, 10411
*FR61,   SP,  6284248.1695,  5278
*FR43,Total,  6337619.9604,  4628
*FR52,   LL,  6412631.6810,  5649
*FR25,Total,  6582884.2822,  7811
*FR51,   LL,  6834664.0519,  5395
*FR53,   SP,  6853306.1572,  3372
FR824,Total,  7373388.4056,  5834
*FR71,   SP,  7817985.7191, 12298
*FR62,Total,  8354884.9558, 13058
*FR10,   SP,  8848217.4683,  8745
*FR82,   LL,  9108600.3964, 10228
*FR53,Total,  9247029.5055,  7182
*FR61,Total,  9612900.6779, 12116
*FR51,Total, 10224705.1938, 13192
FR811,   SP, 10326431.8269,   683
*FR52,Total, 10416218.9293, 10577
FR811,Total, 10576670.6254,  1238
*FR81,   SP, 11843115.0747,  5480
FR101,   LL, 13207769.9891, 15372
*FR71,   LL, 13209235.2107, 10547
*FR82,Total, 14165739.0769, 18800
*FR81,Total, 16415893.1253,  9856
FR101,Total, 19217179.9598, 19469
*FR71,Total, 21029990.3531, 22916
*FR10,   LL, 24151929.9872, 28705
*FR10,Total, 33026385.0614, 38462
Total,   SP, 86708447.1374,102063
Total,   LL, 95686220.4496,121271
Total,Total,182780310.0761,224768
