FR533,  tr1,   193622.6118,  1148
*FR63,  tr3,   194191.3076,     3
FR243,Total,   201506.3154,  1073
FR214,  tr1,   203598.2798,   961
FR718,  tr3,   208845.7926,     5
FR433,  tr1,   212938.0533,   642
FR108,  tr1,   217901.0292,  1235
FR413,  tr2,   227135.5184,   102
FR831,Total,   227608.7923,   644
FR261,  tr2,   228406.3920,    77
FR714,  tr2,   231307.0225,    70
FR223,Total,   233477.7022,  1028
FR422,  tr3,   233513.3789,     4
FR531,  tr2,   239587.8400,    81
FR264,  tr1,   239732.3957,   661
FR718,  tr2,   240735.9366,   108
FR432,  tr1,   240941.6547,  2122
FR715,  tr3,   247911.0465,     5
FR632,Total,   250767.9906,   477
FR246,  tr2,   250985.6867,    41
FR531,  tr1,   251535.2751,  1343
FR811,  tr2,   253342.0736,    53
FR261,  tr3,   261874.9826,     3
FR524,  tr2,   264737.9577,    73
FR722,  tr1,   266642.2636,   971
FR107,  tr3,   268384.1714,     4
FR253,  tr2,   268488.6239,    36
*FR25,  tr3,   269522.6728,     7
*FR83,  tr2,   270764.2271,    38
FR262,Total,   276021.4615,   541
FR232,  tr3,   278702.0184,     6
*FR63,  tr2,   279205.1623,   130
FR717,  tr1,   281578.1753,  1644
FR107,  tr2,   283663.0011,    59
FR212,Total,   283713.3943,  1311
FR612,  tr3,   284466.7830,     7
FR251,  tr2,   291419.3166,    59
FR822,  tr1,   295521.6943,   866
FR221,  tr1,   295947.0256,  1948
FR823,  tr2,   300669.8400,   100
*FR41,  tr3,   300824.3140,     7
FR631,  tr1,   302926.0427,   982
FR214,Total,   305803.0554,   993
FR422,  tr1,   307193.6278,  1734
FR211,  tr1,   307649.2776,  2268
FR722,Total,   310730.3842,   997
*FR23,  tr3,   311769.2382,     8
FR633,  tr1,   314080.9625,  2850
*FR22,  tr2,   320378.8643,   137
FR231,  tr2,   320528.0675,    36
*FR43,  tr2,   322013.4394,    92
FR511,  tr2,   322250.7982,    93
FR711,  tr3,   324282.1780,     2
FR231,  tr1,   329774.3438,  1208
FR813,  tr3,   342169.1868,     5
FR611,  tr1,   342320.6248,  1716
FR246,  tr1,   344067.2687,  1250
FR522,  tr2,   345911.1147,    79
FR721,  tr2,   346255.7389,    74
FR414,  tr1,   347739.9528,  1417
FR533,Total,   353356.1014,  1179
FR245,  tr3,   356652.6987,     2
FR826,  tr2,   359172.2901,   222
FR106,  tr3,   359552.3792,     4
FR622,  tr1,   362457.1242,  1690
FR613,  tr1,   365395.0670,  1115
FR433,Total,   366869.4336,   660
FR513,  tr3,   376702.0599,     3
FR108,  tr2,   377524.9337,    32
FR716,  tr3,   391309.5160,     3
FR264,Total,   391685.3314,   714
FR252,  tr2,   392286.6550,    90
FR625,Total,   392697.4212,   668
FR102,  tr1,   396813.3978,  2649
FR421,  tr2,   399884.9902,    90
FR614,  tr1,   401133.5890,  1311
FR211,Total,   411584.0025,  2342
FR631,Total,   412906.6507,  1003
FR825,  tr2,   414528.7963,   155
FR261,  tr1,   414997.0196,  1594
FR822,Total,   421760.4833,   887
FR107,  tr1,   442190.7988,  2934
FR102,  tr2,   444977.8931,    75
FR615,  tr2,   456576.5686,    86
FR241,Total,   460019.5502,  1140
FR611,  tr2,   460173.6418,    42
FR221,Total,   472842.4723,  2031
FR624,  tr1,   478787.9324,  1363
*FR61,  tr3,   485280.5913,    12
FR633,Total,   495730.9342,  2919
*FR81,  tr3,   503154.9303,     9
FR723,  tr1,   508020.8545,   744
FR105,  tr2,   510840.4467,    66
FR431,  tr1,   520000.6012,  1552
FR232,  tr2,   520647.8245,   142
FR712,  tr1,   522597.4925,  2272
FR721,  tr1,   524544.1170,  1657
FR515,  tr2,   527854.3676,    70
FR104,  tr1,   539625.6715,  1990
FR832,  tr1,   545418.1498,  1171
FR715,  tr2,   546524.4696,   143
FR812,  tr2,   549220.9298,    81
FR624,Total,   551283.2424,  1407
FR513,  tr1,   551759.5552,   816
FR622,Total,   558080.8961,  1721
*FR21,  tr2,   558981.3973,   213
FR712,  tr3,   573168.2828,     2
FR512,  tr3,   578753.8231,     6
FR253,  tr1,   583546.2774,  2745
FR821,  tr1,   587029.6998,  1450
FR531,Total,   601622.7979,  1426
FR711,  tr1,   608050.4757,  1873
FR521,  tr2,   610283.2978,    66
*FR41,  tr2,   614151.8359,   203
FR103,  tr3,   618858.7670,     2
FR716,  tr2,   628998.0773,   190
FR614,Total,   632304.4667,  1375
*FR24,  tr3,   634945.7364,     6
*FR83,  tr1,   639964.2715,  1796
FR245,Total,   655799.7896,  1437
FR422,  tr2,   657011.3800,    55
FR821,Total,   657258.2119,  1464
FR414,Total,   665018.8027,  1479
FR824,  tr2,   668125.3914,   149
FR263,  tr1,   670858.7541,  2656
FR532,  tr1,   672360.1448,  1932
FR246,Total,   676005.4810,  1293
FR231,Total,   683369.6311,  1246
*FR63,  tr1,   686009.1056,  4266
*FR72,  tr2,   692843.7914,   242
FR627,  tr2,   693979.6659,    56
FR511,  tr3,   701751.3970,     3
FR263,  tr2,   707222.9441,    56
FR104,  tr2,   710419.3944,    47
FR832,Total,   710612.8770,  1192
FR108,Total,   727898.8223,  1268
FR724,  tr1,   729199.5711,  1890
FR512,  tr1,   730955.0110,  2769
FR723,Total,   737121.8472,   827
FR523,  tr3,   741221.9221,     7
FR623,  tr2,   755570.2426,   114
FR514,  tr1,   771516.1069,  1538
FR302,  tr2,   771587.7891,   107
FR244,  tr1,   792625.1073,  2259
FR523,  tr2,   796305.1921,   151
FR825,  tr3,   799944.6445,     3
FR611,Total,   802727.0947,  1759
FR302,  tr1,   814253.6591,  3094
FR711,  tr2,   826758.2278,   197
FR621,  tr1,   833266.9015,  1032
FR213,  tr3,   839501.1635,     4
FR825,  tr1,   839646.3942,  4201
*FR23,  tr2,   841175.8920,   178
FR813,  tr2,   843228.7494,   161
FR815,  tr1,   863557.1181,  1803
*FR52,  tr3,   863812.3096,     9
FR242,  tr1,   871862.2859,  1283
*FR21,  tr3,   873840.4086,     5
FR721,Total,   881567.0974,  1732
FR714,  tr3,   884939.0630,     2
FR826,  tr1,   902924.1486,  1853
FR261,Total,   905278.3942,  1674
FR515,  tr1,   905349.0693,  2673
FR102,Total,   910408.7353,  2725
FR103,  tr1,   912028.3778,  1837
FR724,Total,   919510.4875,  1952
FR612,  tr1,   923001.8269,  4722
FR213,  tr1,   923791.7667,  2039
FR106,  tr2,   926622.9133,   248
*FR83,Total,   938221.6693,  1836
FR621,Total,   945083.6078,  1070
FR718,  tr1,   949949.3578,  2550
*FR25,  tr2,   952194.5955,   185
FR421,  tr1,   953848.5086,  3273
FR524,  tr1,   954944.3589,  2703
FR244,Total,   959775.9284,  2289
FR253,Total,   966951.3625,  2784
FR421,  tr3,   967988.5717,     7
FR301,  tr2,   969038.1330,   225
FR107,Total,   994237.9713,  2997
FR513,Total,  1001494.7211,   855
FR815,Total,  1023498.4005,  1858
FR222,  tr1,  1032262.3666,  1467
FR612,  tr2,  1037297.7118,   196
*FR42,  tr2,  1056896.3702,   145
FR714,  tr1,  1074916.9999,  3559
FR104,  tr3,  1088342.7721,     2
*FR43,  tr1,  1090751.5946,  4528
FR105,  tr3,  1102798.0312,     2
*FR26,  tr2,  1123685.4253,   197
FR615,  tr1,  1134717.8376,  2796
FR514,  tr2,  1136635.6365,    55
*FR63,Total,  1159405.5755,  4399
FR431,  tr3,  1166416.7429,     4
FR422,Total,  1197718.3867,  1793
*FR42,  tr3,  1201501.9506,    11
FR222,Total,  1211342.7244,  1502
FR524,Total,  1247978.8158,  2777
FR521,  tr1,  1248907.1268,  1587
*FR42,  tr1,  1261042.1364,  5007
FR242,  tr2,  1264309.6167,    96
FR712,Total,  1272130.5170,  2319
FR263,  tr3,  1291489.3175,     2
FR251,  tr1,  1330302.2755,  1820
FR826,Total,  1363737.3732,  2076
FR813,  tr1,  1371169.7702,  3846
FR511,  tr1,  1396023.1002,  4824
FR718,Total,  1399531.0870,  2663
FR824,  tr3,  1425023.4473,     9
FR716,  tr1,  1436966.6091,  4093
FR812,  tr1,  1437315.9933,  1869
FR515,Total,  1446103.3819,  2744
FR717,  tr3,  1497789.0982,     3
*FR21,  tr1,  1514737.7171,  6551
*FR26,  tr1,  1517898.2240,  5440
*FR22,  tr1,  1519139.2485,  4423
FR302,Total,  1597386.2296,  3202
*FR26,  tr3,  1600972.5535,     6
FR411,  tr1,  1623227.6342,  1866
FR532,  tr2,  1643475.2492,   114
FR103,Total,  1652114.3419,  1879
FR251,Total,  1656997.1005,  1882
FR615,Total,  1665791.1422,  2884
FR713,  tr1,  1680355.2546,  2834
FR523,  tr1,  1683139.7153,  2878
*FR51,  tr3,  1688513.9133,    14
*FR30,  tr2,  1740625.9221,   332
FR534,  tr1,  1751782.6529,  2483
FR301,  tr3,  1758583.3170,     5
FR711,Total,  1759090.8815,  2072
*FR30,  tr3,  1770128.0984,     6
FR105,  tr1,  1770222.4694,  2770
FR301,  tr1,  1794450.4196,  6979
FR713,Total,  1826171.9267,  2877
FR521,Total,  1859190.4246,  1653
FR431,Total,  1876518.8663,  1601
FR413,  tr1,  1887946.2126,  3901
FR823,  tr1,  1890388.0190,  4077
*FR82,  tr2,  1902267.5094,   659
*FR81,  tr2,  1904165.6517,   482
FR411,Total,  1907247.5716,  1897
*FR22,Total,  1917662.8989,  4561
FR514,Total,  1926558.4317,  1594
FR213,Total,  1946459.0708,  2123
FR627,  tr1,  1955695.5217,  1733
*FR24,  tr2,  1995968.4054,   234
*FR52,  tr2,  2017237.5623,   369
*FR62,  tr2,  2021811.5040,   349
*FR72,  tr1,  2028406.8062,  5262
FR825,Total,  2054119.8350,  4359
FR812,Total,  2100367.0169,  1952
FR512,  tr2,  2120814.5296,   304
FR623,  tr1,  2123054.0887,  4298
*FR53,  tr2,  2125703.9739,   268
FR242,Total,  2136171.9026,  1379
FR413,Total,  2158756.5710,  4004
FR714,Total,  2191163.0854,  3631
FR232,  tr1,  2219215.4501,  3696
FR717,  tr2,  2234570.8830,   156
FR612,Total,  2244766.3217,  4925
FR823,Total,  2295474.7679,  4180
FR421,Total,  2321722.0705,  3370
FR104,Total,  2338387.8380,  2039
FR532,Total,  2405577.0062,  2048
FR511,Total,  2420025.2954,  4920
FR716,Total,  2457274.2024,  4286
*FR24,  tr1,  2458364.8254,  8371
*FR82,  tr3,  2467722.0447,    18
FR106,  tr1,  2516121.1530,  4995
*FR23,  tr1,  2548989.7939,  4904
FR813,Total,  2556567.7064,  4012
*FR30,  tr1,  2608704.0787, 10073
FR263,Total,  2669571.0157,  2714
FR627,Total,  2699863.7021,  1792
*FR72,Total,  2848929.8163,  5508
*FR53,  tr1,  2869300.6846,  6906
FR623,Total,  2889603.4780,  4413
*FR21,Total,  2947559.5230,  6769
FR232,Total,  3018565.2930,  3844
*FR61,  tr1,  3166568.9453, 11660
FR523,Total,  3220666.8295,  3036
FR105,Total,  3383860.9473,  2838
FR512,Total,  3430523.3637,  3079
FR252,  tr1,  3447318.4610,  3054
*FR42,Total,  3519440.4572,  5163
FR432,  tr3,  3584442.0986,     2
FR522,  tr1,  3648177.8564,  3031
*FR23,Total,  3701934.9241,  5090
FR101,  tr2,  3797517.5324,   529
FR106,Total,  3802296.4455,  5247
FR613,  tr2,  3833522.7246,    57
FR432,Total,  3921519.4709,  2148
FR252,Total,  3958935.8192,  3145
FR534,  tr3,  3961002.6945,     2
*FR41,  tr1,  3966634.6711,  7969
FR717,Total,  4013938.1565,  1803
FR522,Total,  4088382.8594,  3111
*FR71,  tr3,  4128244.9771,    22
*FR51,  tr2,  4180588.4379,   558
*FR26,Total,  4242556.2028,  5643
*FR53,  tr3,  4252024.8470,     8
FR613,Total,  4267311.6526,  1173
*FR51,  tr1,  4355602.8426, 12620
FR301,Total,  4522071.8696,  7209
*FR41,Total,  4881610.8210,  8179
*FR43,  tr3,  4924854.9264,     8
*FR71,  tr2,  5031076.0306,   952
*FR24,Total,  5089278.9672,  8611
FR824,  tr1,  5280239.5669,  5676
FR715,  tr1,  5316254.9805,  3117
*FR25,  tr1,  5361167.0139,  7619
FR534,Total,  5886473.6000,  2529
*FR61,  tr2,  5961051.1413,   444
FR715,Total,  6110690.4966,  3265
*FR30,Total,  6119458.0992, 10411
*FR62,  tr1,  6140614.5290, 12700
*FR43,Total,  6337619.9604,  4628
*FR25,Total,  6582884.2822,  7811
FR101,  tr1,  6979692.9646, 18919
*FR10,  tr2,  7172793.3118,  1096
FR824,Total,  7373388.4056,  5834
*FR52,  tr1,  7535169.0574, 10199
*FR62,Total,  8354884.9558, 13058
FR101,  tr3,  8439969.4628,    21
*FR53,Total,  9247029.5055,  7182
*FR61,Total,  9612900.6779, 12116
*FR82,  tr1,  9795749.5228, 18123
*FR51,Total, 10224705.1938, 13192
FR811,  tr1, 10276172.9021,  1183
*FR52,Total, 10416218.9293, 10577
FR811,Total, 10576670.6254,  1238
*FR71,  tr1, 11870669.3454, 21942
*FR10,  tr3, 12078995.8875,    37
*FR10,  tr1, 13774595.8621, 37329
*FR81,  tr1, 14008572.5433,  9365
*FR82,Total, 14165739.0769, 18800
*FR81,Total, 16415893.1253,  9856
FR101,Total, 19217179.9598, 19469
*FR71,Total, 21029990.3531, 22916
*FR10,Total, 33026385.0614, 38462
Total,  tr3, 38976076.8056,   212
Total,  tr2, 43085580.4511,  7503
Total,  tr1,100718652.8194,217053
Total,Total,182780310.0761,224768
