   01,   SP,      417.7176,     9
   35,   PA,       84.6411,     5
   35,   SP,   637397.9814,   615
   35,   LL,  1800971.1202,   791
   35,Total,  2438453.7427,  1411
   36,   PA,     5693.7670,     3
   36,   LL,   504337.9561,    95
   36,   SP,   766041.6443,   115
   36,Total,  1276073.3674,   213
   37,   SP,    55195.1855,    35
   37,   LL,   194690.4842,   132
   37,Total,   249885.6697,   167
   38,   SP,   176864.1757,   169
   38,   LL,   549336.6305,   274
   38,Total,   726200.8062,   443
   39,   SP,     3833.9673,     3
   39,   LL,     8399.2859,     2
   39,Total,    12233.2532,     5
   41,   PA,   228160.7120,     5
   41,   SP,  1195154.8141,  1409
   41,   LL,  1684966.7446,  1991
   41,Total,  3108282.2707,  3405
   42,   SP,   580109.3311,   229
   42,   LL,  1528332.7089,   194
   42,Total,  2108442.0400,   423
   43,   PA,    10906.2113,   851
   43,   LL,  1759102.7106, 10561
   43,   SP,  1920577.9737, 12803
   43,Total,  3690586.8956, 24215
   45,   PA,     1246.8445,    28
   45,   SP,   803142.4681,  3849
   45,   LL,  1629356.4228,  3208
   45,Total,  2433745.7354,  7085
   46,   PA,        4.7738,     1
   46,   SP,  4382479.7035,  4325
   46,   LL,  5871060.4066,  5094
   46,Total, 10253544.8839,  9420
   47,   PA,    59097.3943,   154
   47,   SP,  2145816.1832,  9369
   47,   LL,  3352105.2839, 15596
   47,Total,  5557018.8614, 25119
   49,   SP,   528818.5563,  3754
   49,   LL,   997274.6980,  1925
   49,Total,  1526093.2543,  5679
   50,   LL,     4963.2556,    11
   50,   SP,   829131.7972,    88
   50,Total,   834095.0528,    99
   51,   LL,     7737.9388,    35
   51,   SP,    49709.0730,    11
   51,Total,    57447.0118,    46
   52,   PA,       13.4568,     1
   52,   LL,   439826.4545,   137
   52,   SP,  3392941.0213,   526
   52,Total,  3832780.9326,   664
   53,   SP,    11102.0259,    16
   53,   LL,    11815.5195,    20
   53,Total,    22917.5454,    36
   55,   SP,   224997.2247,  1157
   55,   LL,   514552.4101,  1043
   55,Total,   739549.6348,  2200
   56,   PA,      105.3626,     3
   56,   SP,   625288.8284,  4855
   56,   LL,  1079475.4833,  6847
   56,Total,  1704869.6743, 11705
   58,   SP,   275835.8451,   501
   58,   LL,   797311.4896,   137
   58,Total,  1073147.3347,   638
   59,   PA,       81.0628,     3
   59,   SP,   383964.1460,   467
   59,   LL,   391352.6095,   789
   59,Total,   775397.8183,  1259
   60,   PA,       12.9251,     1
   60,   SP,     1384.3266,    10
   60,   LL,   417679.6668,     7
   60,Total,   419076.9185,    18
   61,   LL,   449254.6484,    36
   61,   SP,  4004367.6619,    72
   61,Total,  4453622.3103,   108
   62,   PA,       68.0186,     5
   62,   LL,   571099.6786,  3258
   62,   SP,   639351.7088,  1717
   62,Total,  1210519.4060,  4980
   63,   LL,   119805.9108,   640
   63,   SP,   533347.5472,   492
   63,Total,   653153.4580,  1132
   64,   PA,    12075.7225,    15
   64,   LL, 24149968.6119,  3155
   64,   SP, 29161924.7182,  2575
   64,Total, 53323969.0526,  5745
   65,   SP,        0.0000,     1
   65,Total,        0.0000,     1
   66,   PA,      204.1796,     4
   66,   SP,  1908880.3189,  1103
   66,   LL,  7323542.7268,  1287
   66,Total,  9232627.2253,  2394
   68,   PA,     2016.3716,    17
   68,   SP,  4830125.2361,  5412
   68,   LL,  8456673.5517,  6532
   68,Total, 13288815.1594, 11961
   69,   PA,        0.0000,     1
   69,   SP,   234282.3325,  2101
   69,   LL,   515451.9927,  3016
   69,Total,   749734.3252,  5118
   70,   PA,    55169.6679,    39
   70,   SP,  3255829.1590,  4336
   70,   LL,  5391513.3746,  6813
   70,Total,  8702512.2015, 11188
   71,   PA,      118.6972,     2
   71,   SP,  1097102.6138,  1684
   71,   LL,  2151252.9586,  3150
   71,Total,  3248474.2696,  4836
   72,   SP,   131393.6043,   137
   72,   LL,   322673.8871,   178
   72,Total,   454067.4914,   315
   73,   PA,       21.4824,     1
   73,   SP,   206242.9140,   654
   73,   LL,  2221510.8091,   487
   73,Total,  2427775.2055,  1142
   74,   PA,      757.5931,    38
   74,   LL,   175514.0625,  3097
   74,   SP,   873535.6776,  2081
   74,Total,  1049807.3332,  5216
   75,   PA,      157.4763,     1
   75,   LL,    20955.5482,   222
   75,   SP,    21189.1099,   183
   75,Total,    42302.1344,   406
   77,   PA,      131.2200,     3
   77,   SP,  2239576.2476,  1360
   77,   LL,  2595496.0558,  1854
   77,Total,  4835203.5234,  3217
   78,   PA,       14.6760,     1
   78,   LL,   249779.7653,   464
   78,   SP,  3836183.9903,   275
   78,Total,  4085978.4316,   740
   79,   PA,       46.1898,     1
   79,   SP,    67463.2011,   167
   79,   LL,    78879.8250,   271
   79,Total,   146389.2159,   439
   80,   PA,       55.6272,     2
   80,   SP,    19687.2785,   344
   80,   LL,    22944.6075,   198
   80,Total,    42687.5132,   544
   81,   PA,       27.7784,     3
   81,   LL,   213722.0849,  2167
   81,   SP,   216281.9582,  2273
   81,Total,   430031.8215,  4443
   82,   PA,      407.2066,     4
   82,   SP,   485116.0015,  1715
   82,   LL,  1478319.1590,  2036
   82,Total,  1963842.3671,  3755
   84,   PA,      101.0667,     1
   84,   SP,   311270.8716,    38
   84,   LL,   367190.5078,    47
   84,Total,   678562.4461,    86
   85,   PA,      489.2620,    13
   85,   SP,   144605.1660,  3310
   85,   LL,  3816030.7052,  3578
   85,Total,  3961125.1332,  6901
   86,   PA,     1641.1994,    46
   86,   SP,   329246.2594,  8723
   86,   LL,   485201.6901, 10347
   86,Total,   816089.1489, 19116
   87,   SP,    48338.7670,    57
   87,   LL,  1578094.2881,    62
   87,Total,  1626433.0551,   119
   88,   PA,       83.1255,     2
   88,   SP,    18502.2246,   211
   88,   LL,    23319.7008,   251
   88,Total,    41905.0509,   464
   90,   PA,      582.2167,    16
   90,   SP,   150064.3661,  3779
   90,   LL,   250732.8093,  4628
   90,Total,   401379.3921,  8423
   91,   SP,    31842.6653,    19
   91,   LL,    41124.5142,    25
   91,Total,    72967.1795,    44
   92,   LL,     2258.5980,    12
   92,   SP,    10912.6305,     8
   92,Total,    13171.2285,    20
   93,   PA,      281.2542,     6
   93,   SP,   124360.4799,  1040
   93,   LL,   271498.3735,  1216
   93,Total,   396140.1076,  2262
   94,   LL,    10467.9397,    37
   94,   SP,    74976.7602,    29
   94,Total,    85444.6999,    66
   95,   PA,     2084.4976,   132
   95,   LL,   115599.8792,  1020
   95,   SP,   608119.9362,  1272
   95,Total,   725804.3130,  2424
   96,   PA,      139.5396,     5
   96,   SP,   276310.9985,  5311
   96,   LL,   334241.0768,  6553
   96,Total,   610691.6149, 11869
   *A,   SP,    16415.3130,   156
   *A,   LL,    28060.1843,   249
   *A,Total,    44475.4973,   405
   AZ,   SP,    16415.3130,   156
   AZ,   LL,    28060.1843,   249
   AZ,Total,    44475.4973,   405
   *B,   LL,   105052.7552,    62
   *B,   SP,  1066909.4450,    29
   *B,Total,  1171962.2002,    91
   BE,   PA,     9339.6770,    29
   BE,   LL, 11367127.1210,  6790
   BE,   SP, 13451146.1015,  6059
   BE,Total, 24827612.8995, 12878
   *C,   PA,     3561.2689,    21
   *C,   LL,  8204338.8889,  5434
   *C,   SP, 10744903.7023,  5093
   *C,Total, 18952803.8601, 10548
   *D,   PA,       84.6411,     5
   *D,   SP,   637397.9814,   615
   *D,   LL,  1800971.1202,   791
   *D,Total,  2438453.7427,  1411
   *E,   PA,     5693.7670,     3
   *E,   SP,  1001934.9728,   322
   *E,   LL,  1256764.3567,   503
   *E,Total,  2264393.0965,   828
   *F,   PA,   239066.9233,   856
   *F,   SP,  3695842.1189, 14441
   *F,   LL,  4972402.1641, 12746
   *F,Total,  8907311.2063, 28043
   FZ,   PA,   239066.9233,   856
   FZ,   SP,  3695842.1189, 14441
   FZ,   LL,  4972402.1641, 12746
   FZ,Total,  8907311.2063, 28043
   *G,   PA,    60349.0126,   183
   *G,   SP,  7331438.3548, 17543
   *G,   LL, 10852522.1133, 23898
   *G,Total, 18244309.4807, 41624
   GI,   PA,    60467.8320,   187
   GI,   SP, 12993426.8816, 27950
   GI,   LL, 13908167.8731, 33916
   GI,Total, 26962062.5867, 62053
   *H,   PA,       13.4568,     1
   *H,   LL,  1461617.8664,  2128
   *H,   SP,  4811702.4737,  4395
   *H,Total,  6273333.7969,  6524
   *I,   PA,      105.3626,     3
   *I,   SP,   850286.0531,  6012
   *I,   LL,  1594027.8934,  7890
   *I,Total,  2444419.3091, 13905
   *J,   PA,      162.0065,     9
   *J,   LL,  2746504.0037,  4867
   *J,   SP,  5838251.2356,  3259
   *J,Total,  8584917.2458,  8135
   JZ,   PA,      162.0065,     9
   JZ,   LL,  2746504.0037,  4867
   JZ,   SP,  5838251.2356,  3259
   JZ,Total,  8584917.2458,  8135
   *K,   PA,    12279.9021,    19
   *K,   SP, 31070805.0371,  3679
   *K,   LL, 31473511.3387,  4442
   *K,Total, 62556596.2779,  8140
   KZ,   PA,    12279.9021,    19
   KZ,   SP, 31070805.0371,  3679
   KZ,   LL, 31473511.3387,  4442
   KZ,Total, 62556596.2779,  8140
   *L,   PA,     2016.3716,    17
   *L,   SP,  4830125.2361,  5412
   *L,   LL,  8456673.5517,  6532
   *L,Total, 13288815.1594, 11961
   LZ,   PA,     2016.3716,    17
   LZ,   SP,  4830125.2361,  5412
   LZ,   LL,  8456673.5517,  6532
   LZ,Total, 13288815.1594, 11961
   *M,   PA,    56224.9169,    82
   *M,   SP,  5819575.4111, 11176
   *M,   LL, 10798872.6328, 16963
   *M,Total, 16674672.9608, 28221
   MN,   PA,    56907.6149,    96
   MN,   SP, 12683884.0883, 17310
   MN,   LL, 15438014.1303, 23953
   MN,Total, 28178805.8335, 41359
   *N,   PA,      682.6980,    14
   *N,   LL,  4639141.4975,  6990
   *N,   SP,  6864308.6772,  6134
   *N,Total, 11504132.8727, 13138
   *O,   PA,      101.0667,     1
   *O,   SP,   311270.8716,    38
   *O,   LL,   367190.5078,    47
   *O,Total,   678562.4461,    86
   OQ,   PA,     2314.6536,    62
   OQ,   SP,   851963.2886, 12339
   OQ,   LL,  6269836.8920, 14285
   OQ,Total,  7124114.8342, 26686
   *P,   PA,      489.2620,    13
   *P,   SP,   144605.1660,  3310
   *P,   LL,  3816030.7052,  3578
   *P,Total,  3961125.1332,  6901
   *Q,   PA,     1724.3249,    48
   *Q,   SP,   396087.2510,  8991
   *Q,   LL,  2086615.6790, 10660
   *Q,Total,  2484427.2549, 19699
   *R,   PA,      863.4709,    22
   *R,   SP,   317180.1418,  4846
   *R,   LL,   565614.2950,  5881
   *R,Total,   883657.9077, 10749
   RU,   PA,     3087.5081,   159
   RU,   LL,  1025923.1907, 13491
   RU,   SP,  1276587.8367, 11458
   RU,Total,  2305598.5355, 25108
   *S,   PA,     2224.0372,   137
   *S,   LL,   460308.8957,  7610
   *S,   SP,   959407.6949,  6612
   *S,Total,  1421940.6278, 14359
Total,   PA,   385642.4891,  1434
Total,   SP, 86708447.1374,102063
Total,   LL, 95686220.4496,121271
Total,Total,182780310.0761,224768
