   25,Total,  1408511.9153,  1019
   26,  tr1,     6971.9554,    38
   26,  tr3,    21637.3398,     1
   26,  tr2,   244609.2945,    38
   26,Total,   273218.5897,    77
   27,  tr1,     6566.9719,    71
   27,  tr2,   146741.4826,    23
   27,  tr3,   284523.0307,     2
   27,Total,   437831.4852,    96
   28,  tr1,    18719.4459,    66
   28,  tr2,   459791.6169,    71
   28,  tr3,   491204.5688,     7
   28,Total,   969715.6316,   144
   29,  tr1,     7070.5001,    30
   29,  tr3,   209484.6377,     4
   29,  tr2,   212373.4990,    25
   29,Total,   428928.6368,    59
   30,  tr3,     6646.1853,     1
   30,  tr1,     9243.8137,    62
   30,  tr2,    62011.7353,     9
   30,Total,    77901.7343,    72
   31,  tr1,    13230.2042,   311
   31,  tr2,    51880.3031,    42
   31,  tr3,    83344.7600,     1
   31,Total,   148455.2673,   354
   32,  tr1,    83497.0285,  1067
   32,  tr2,   111749.6567,    36
   32,  tr3,   152785.4775,     1
   32,Total,   348032.1627,  1104
   33,  tr1,    87482.4294,   935
   33,  tr3,   123052.6433,     2
   33,  tr2,   251871.5613,    90
   33,Total,   462406.6340,  1027
   35,  tr3,   176406.3460,     1
   35,  tr1,   839133.4806,  1403
   35,  tr2,  1422913.9161,     7
   35,Total,  2438453.7427,  1411
   36,  tr2,   163431.6928,    12
   36,  tr3,   352126.7883,     2
   36,  tr1,   760514.8863,   199
   36,Total,  1276073.3674,   213
   37,  tr2,    12128.5935,     3
   37,  tr1,   237757.0762,   164
   37,Total,   249885.6697,   167
   38,  tr1,    76144.6548,   388
   38,  tr2,   266313.6365,    52
   38,  tr3,   383742.5149,     3
   38,Total,   726200.8062,   443
   39,  tr2,     2877.2278,     3
   39,  tr1,     9356.0254,     2
   39,Total,    12233.2532,     5
   41,  tr3,   142737.3272,     2
   41,  tr2,   309595.1193,    79
   41,  tr1,  2655949.8242,  3324
   41,Total,  3108282.2707,  3405
   42,  tr1,   273032.0122,   373
   42,  tr2,   679835.0743,    47
   42,  tr3,  1155574.9535,     3
   42,Total,  2108442.0400,   423
   43,  tr3,   839775.6939,     4
   43,  tr2,  1227247.0533,   971
   43,  tr1,  1623564.1484, 23240
   43,Total,  3690586.8956, 24215
   45,  tr2,   690775.6025,   186
   45,  tr3,   760590.0964,     2
   45,  tr1,   982380.0365,  6897
   45,Total,  2433745.7354,  7085
   46,  tr3,  1693973.9980,    17
   46,  tr1,  4039693.1312,  8622
   46,  tr2,  4519877.7547,   781
   46,Total, 10253544.8839,  9420
   47,  tr3,   933063.5759,    19
   47,  tr2,  1676597.2878,   562
   47,  tr1,  2947357.9977, 24538
   47,Total,  5557018.8614, 25119
   49,  tr3,   443095.5890,     8
   49,  tr1,   479858.9816,  5348
   49,  tr2,   603138.6837,   323
   49,Total,  1526093.2543,  5679
   50,  tr2,   129766.6542,     5
   50,  tr1,   704328.3986,    94
   50,Total,   834095.0528,    99
   51,  tr2,     2768.4610,     2
   51,  tr1,     6250.4124,    43
   51,  tr3,    48428.1384,     1
   51,Total,    57447.0118,    46
   52,  tr1,   221341.1768,   564
   52,  tr2,   425991.3277,    94
   52,  tr3,  3185448.4281,     6
   52,Total,  3832780.9326,   664
   53,  tr1,     1333.2578,    30
   53,  tr2,    21584.2876,     6
   53,Total,    22917.5454,    36
   55,  tr2,   189240.3165,    61
   55,  tr1,   550309.3183,  2139
   55,Total,   739549.6348,  2200
   56,  tr3,    86515.3419,     7
   56,  tr2,   518188.8505,   547
   56,  tr1,  1100165.4819, 11151
   56,Total,  1704869.6743, 11705
   58,  tr1,   100078.7598,   584
   58,  tr2,   288279.2369,    51
   58,  tr3,   684789.3380,     3
   58,Total,  1073147.3347,   638
   59,  tr1,   156439.4480,  1203
   59,  tr2,   618958.3703,    56
   59,Total,   775397.8183,  1259
   60,  tr3,    22117.1879,     1
   60,  tr1,   140960.0514,    15
   60,  tr2,   255999.6792,     2
   60,Total,   419076.9185,    18
   61,  tr1,   127337.9564,    93
   61,  tr2,   368920.4324,    14
   61,  tr3,  3957363.9215,     1
   61,Total,  4453622.3103,   108
   62,  tr1,   334353.9059,  4868
   62,  tr2,   399209.2379,   104
   62,  tr3,   476956.2622,     8
   62,Total,  1210519.4060,  4980
   63,  tr2,    57668.0691,     8
   63,  tr1,    97227.2157,  1121
   63,  tr3,   498258.1732,     3
   63,Total,   653153.4580,  1132
   64,  tr2,  3202098.4828,    66
   64,  tr1, 50121870.5698,  5679
   64,Total, 53323969.0526,  5745
   65,Total,        0.0000,     1
   65,  tr1,        0.0000,     1
   66,  tr3,   655393.6935,     2
   66,  tr2,   896259.2132,    46
   66,  tr1,  7680974.3186,  2346
   66,Total,  9232627.2253,  2394
   68,  tr3,  2631124.5534,     4
   68,  tr2,  3210150.5773,   107
   68,  tr1,  7447540.0287, 11850
   68,Total, 13288815.1594, 11961
   69,  tr3,    17511.3424,     2
   69,  tr2,   196177.4848,   197
   69,  tr1,   536045.4980,  4919
   69,Total,   749734.3252,  5118
   70,  tr3,   364731.3777,     7
   70,  tr1,  4070778.4854, 11050
   70,  tr2,  4267002.3384,   131
   70,Total,  8702512.2015, 11188
   71,  tr3,  1004590.5105,    10
   71,  tr1,  1019521.4672,  4598
   71,  tr2,  1224362.2919,   228
   71,Total,  3248474.2696,  4836
   72,  tr2,    99830.6831,    20
   72,  tr1,   152210.9057,   293
   72,  tr3,   202025.9026,     2
   72,Total,   454067.4914,   315
   73,  tr3,     2938.7928,     1
   73,  tr1,   107261.3331,  1112
   73,  tr2,  2317575.0796,    29
   73,Total,  2427775.2055,  1142
   74,  tr2,   491793.4616,    76
   74,  tr1,   558013.8716,  5140
   74,Total,  1049807.3332,  5216
   75,  tr2,     7467.6032,     9
   75,  tr1,    34834.5312,   397
   75,Total,    42302.1344,   406
   77,  tr3,   544763.0300,     1
   77,  tr2,   680625.4936,    55
   77,  tr1,  3609814.9998,  3161
   77,Total,  4835203.5234,  3217
   78,  tr3,     3595.9857,     1
   78,  tr1,   244920.8961,   640
   78,  tr2,  3837461.5498,    99
   78,Total,  4085978.4316,   740
   79,  tr1,    52913.8202,   417
   79,  tr2,    93475.3957,    22
   79,Total,   146389.2159,   439
   80,  tr3,      199.2000,     1
   80,  tr2,    19185.6633,    73
   80,  tr1,    23302.6499,   470
   80,Total,    42687.5132,   544
   81,  tr3,    47857.5134,     8
   81,  tr2,   128425.6879,   234
   81,  tr1,   253748.6202,  4201
   81,Total,   430031.8215,  4443
   82,  tr2,   361676.3880,   326
   82,  tr3,   457810.5296,     8
   82,  tr1,  1144355.4495,  3421
   82,Total,  1963842.3671,  3755
   84,  tr2,   141660.2629,     4
   84,  tr1,   536902.1832,    82
   84,Total,   678562.4461,    86
   85,  tr2,    76035.2210,    76
   85,  tr1,   271879.1116,  6823
   85,  tr3,  3613210.8006,     2
   85,Total,  3961125.1332,  6901
   86,  tr3,   109175.6124,     6
   86,  tr2,   343848.1908,   150
   86,  tr1,   363065.3457, 18960
   86,Total,   816089.1489, 19116
   87,  tr1,     9749.5601,    47
   87,  tr2,    74616.7608,    69
   87,  tr3,  1542066.7342,     3
   87,Total,  1626433.0551,   119
   88,  tr3,      513.2281,     2
   88,  tr2,    20036.9105,    83
   88,  tr1,    21354.9123,   379
   88,Total,    41905.0509,   464
   90,  tr2,   104234.1532,    17
   90,  tr1,   297145.2389,  8406
   90,Total,   401379.3921,  8423
   91,  tr1,     8322.3443,    39
   91,  tr2,    64644.8352,     5
   91,Total,    72967.1795,    44
   92,  tr1,     2481.7341,    18
   92,  tr2,    10689.4944,     2
   92,Total,    13171.2285,    20
   93,  tr1,   194633.6488,  2220
   93,  tr2,   201506.4588,    42
   93,Total,   396140.1076,  2262
   94,  tr1,     8928.0471,    60
   94,  tr2,    76516.6528,     6
   94,Total,    85444.6999,    66
   95,  tr2,     3504.8261,     4
   95,  tr1,   157675.4105,  2418
   95,  tr3,   564624.0764,     2
   95,Total,   725804.3130,  2424
   96,  tr2,    88625.1962,    94
   96,  tr1,   522066.4187, 11775
   96,Total,   610691.6149, 11869
   *A,  tr2,     8119.5078,     6
   *A,  tr1,    36355.9895,   399
   *A,Total,    44475.4973,   405
   AZ,  tr2,     8119.5078,     6
   AZ,  tr1,    36355.9895,   399
   AZ,Total,    44475.4973,   405
   *B,  tr2,   120302.1307,    16
   *B,  tr1,  1051660.0695,    75
   *B,Total,  1171962.2002,    91
   BE,  tr1,  4688023.9148, 11485
   BE,  tr2,  7854333.0875,  1328
   BE,  tr3, 12285255.8972,    65
   BE,Total, 24827612.8995, 12878
   *C,  tr1,  1713457.7220,  9254
   *C,  tr2,  5866365.8901,  1235
   *C,  tr3, 11372980.2480,    59
   *C,Total, 18952803.8601, 10548
   *D,  tr3,   176406.3460,     1
   *D,  tr1,   839133.4806,  1403
   *D,  tr2,  1422913.9161,     7
   *D,Total,  2438453.7427,  1411
   *E,  tr2,   444751.1506,    70
   *E,  tr3,   735869.3032,     5
   *E,  tr1,  1083772.6427,   753
   *E,Total,  2264393.0965,   828
   *F,  tr3,  2138087.9746,     9
   *F,  tr2,  2216677.2469,  1097
   *F,  tr1,  4552545.9848, 26937
   *F,Total,  8907311.2063, 28043
   FZ,  tr3,  2138087.9746,     9
   FZ,  tr2,  2216677.2469,  1097
   FZ,  tr1,  4552545.9848, 26937
   FZ,Total,  8907311.2063, 28043
   *G,  tr3,  3387627.6703,    38
   *G,  tr2,  6887250.6450,  1529
   *G,  tr1,  7969431.1654, 40057
   *G,Total, 18244309.4807, 41624
   GI,  tr3,  7151115.1677,    60
   GI,  tr2,  8777929.2262,  2567
   GI,  tr1, 11033018.1928, 59426
   GI,Total, 26962062.5867, 62053
   *H,  tr2,  1183249.4142,   430
   *H,  tr1,  1413112.2272,  6079
   *H,  tr3,  3676972.1555,    15
   *H,Total,  6273333.7969,  6524
   *I,  tr3,    86515.3419,     7
   *I,  tr2,   707429.1670,   608
   *I,  tr1,  1650474.8002, 13290
   *I,Total,  2444419.3091, 13905
   *J,  tr1,   956397.3372,  7884
   *J,  tr2,  1989035.0258,   235
   *J,  tr3,  5639484.8828,    16
   *J,Total,  8584917.2458,  8135
   JZ,  tr1,   956397.3372,  7884
   JZ,  tr2,  1989035.0258,   235
   JZ,  tr3,  5639484.8828,    16
   JZ,Total,  8584917.2458,  8135
   *K,  tr3,   655393.6935,     2
   *K,  tr2,  4098357.6960,   112
   *K,  tr1, 57802844.8884,  8026
   *K,Total, 62556596.2779,  8140
   KZ,  tr3,   655393.6935,     2
   KZ,  tr2,  4098357.6960,   112
   KZ,  tr1, 57802844.8884,  8026
   KZ,Total, 62556596.2779,  8140
   *L,  tr3,  2631124.5534,     4
   *L,  tr2,  3210150.5773,   107
   *L,  tr1,  7447540.0287, 11850
   *L,Total, 13288815.1594, 11961
   LZ,  tr3,  2631124.5534,     4
   LZ,  tr2,  3210150.5773,   107
   LZ,  tr1,  7447540.0287, 11850
   LZ,Total, 13288815.1594, 11961
   *M,  tr3,  1591797.9260,    22
   *M,  tr1,  6478666.0922, 27509
   *M,  tr2,  8604208.9426,   690
   *M,Total, 16674672.9608, 28221
   MN,  tr3,  2646024.1847,    41
   MN,  tr1, 11807722.5279, 39819
   MN,  tr2, 13725059.1209,  1499
   MN,Total, 28178805.8335, 41359
   *N,  tr3,  1054226.2587,    19
   *N,  tr2,  5120850.1783,   809
   *N,  tr1,  5329056.4357, 12310
   *N,Total, 11504132.8727, 13138
   *O,  tr2,   141660.2629,     4
   *O,  tr1,   536902.1832,    82
   *O,Total,   678562.4461,    86
   OQ,  tr2,   656197.3460,   382
   OQ,  tr1,  1202951.1129, 26291
   OQ,  tr3,  5264966.3753,    13
   OQ,Total,  7124114.8342, 26686
   *P,  tr2,    76035.2210,    76
   *P,  tr1,   271879.1116,  6823
   *P,  tr3,  3613210.8006,     2
   *P,Total,  3961125.1332,  6901
   *Q,  tr1,   394169.8181, 19386
   *Q,  tr2,   438501.8621,   302
   *Q,  tr3,  1651755.5747,    11
   *Q,Total,  2484427.2549, 19699
   *R,  tr2,   381074.9416,    66
   *R,  tr1,   502582.9661, 10683
   *R,Total,   883657.9077, 10749
   RU,  tr2,   549721.6167,   170
   RU,  tr3,   564624.0764,     2
   RU,  tr1,  1191252.8424, 24936
   RU,Total,  2305598.5355, 25108
   *S,  tr2,   168646.6751,   104
   *S,  tr3,   564624.0764,     2
   *S,  tr1,   688669.8763, 14253
   *S,Total,  1421940.6278, 14359
Total,  tr3, 38976076.8056,   212
Total,  tr2, 43085580.4511,  7503
Total,  tr1,100718652.8194,217053
Total,Total,182780310.0761,224768
